OBJECTID,Name & Size,Drive Time Start (MINUTES),Drive Time End (MINUTES),Facility: Name,Facility: DISTRICT,Facility: CountyNum,Facility: COUNTY,Facility: FeatureTyp,Facility: AccessType,Facility: O_PUBLIC,Facility: FEE,Facility: LATITUDE,Facility: LONGITUDE,Facility: Photo_1,Facility: Photo_2,Facility: Photo_3,Facility: Photo_4,Facility: Breaks,Facility: AdditionalTime,Facility: AdditionalDistance,Shape_Length,Shape_Area,Sum TOTPOP_CY,Sum PCI_FY,Sum HISPPOP_CY,Sum NHSPWHT_CY
1,La Conchita Beach : 0 - 15,0,15,La Conchita Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.363976,-119.449925,https://www.coastal.ca.gov/access-photos/13_ventura/02_Ventura_County_North/La_Conchita_Beach_SFS_2013_11_23_0399.jpg, , , ,,0,0,1.64914265353595,0.0049374281431605,40135,1092975,19153,18358
2,Punta Gorda Beach : 0 - 15,0,15,Punta Gorda Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.355833,-119.431808, , , , ,,0,0,1.85649825856845,0.00512529918268493,23465,1138312,10284,11898
3,Crescent Beach (Crescent City) : 0 - 15,0,15,Crescent Beach (Crescent City),1_North Coast,1,Del Norte,Physical Access,Beach Access,Yes,No,41.743018,-124.169157,https://www.coastal.ca.gov/access-photos/02_del_norte/06_crescent_beach_to_lagoon_creek/Crescent_Beach_2013_07_02_5062.jpg,https://www.coastal.ca.gov/access-photos/02_del_norte/06_crescent_beach_to_lagoon_creek/Crescent_Beach_Overlook_trailhead_for_Last_Chance_section_of_Cal_Coastal_Trail_2013_07_02_5065.jpg, , ,,0,0,3.49825080370306,0.0119606789927915,15955,276916,2625,10617
4,Partington Cove Trail : 0 - 15,0,15,Partington Cove Trail,3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.176999,-121.693797, , , , ,,0,0,0.794976387444538,0.000839644977134866,22,1017,6,15
5,Davenport Beach : 0 - 15,0,15,Davenport Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,37.008897,-122.193336,https://www.coastal.ca.gov/access-photos/09_santa_cruz/02_santa_cruz_county_north/Davenport_Bch_2013_05_15_3713.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/02_santa_cruz_county_north/Davenport_Bch_2013_05_15_3721.jpg, , ,,0,0,2.63755389306646,0.00500049733634792,26476,996120,4595,17640
6,Sharktooth Beach : 0 - 15,0,15,Sharktooth Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,37.003776,-122.185554, , , , ,,0,0,2.38998525145997,0.00715317191082982,32515,1112404,6270,20971
7,Yellow Bank Beach : 0 - 15,0,15,Yellow Bank Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.993213,-122.170523, , , , ,,0,0,2.41010555220838,0.00723069079434453,43377,1390679,9783,26478
8,Four Mile Beach : 0 - 15,0,15,Four Mile Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.966271,-122.123406,https://www.coastal.ca.gov/access-photos/09_santa_cruz/03_wilder_ranch_to_natural_bridges/Four_Mile_Bch_Wilder_Ranch_SP_2010_09_08_6981.jpg, , , ,,0,0,2.32779279462497,0.00749292855685723,68283,2579698,15191,42746
9,Ohlone Bluff Trail : 0 - 15,0,15,Ohlone Bluff Trail,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.954532,-122.092068, , , , ,,0,0,2.67350898738899,0.00711050376483626,96570,3645242,22196,61257
10,North Salmon Creek Beach : 0 - 15,0,15,North Salmon Creek Beach,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.356071,-123.066815,https://www.coastal.ca.gov/access-photos/05_sonoma/06_sonoma_coast_state_park/North_Salmon_Creek_Beach_2013_12_07_1341.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/06_sonoma_coast_state_park/North_Salmon_Creek_Beach_2013_12_07_1330.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/06_sonoma_coast_state_park/North_Salmon_Creek_Beach_2013_12_07_1346.jpg, ,,0,0,1.98603341686437,0.00353275775456961,622,47154,75,502
11,Marshall Gulch : 0 - 15,0,15,Marshall Gulch,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.37014,-123.074199, , , , ,,0,0,1.84864212181611,0.00339691057671711,567,43406,68,457
12,Schoolhouse Beach : 0 - 15,0,15,Schoolhouse Beach,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.375137,-123.077916,https://www.coastal.ca.gov/access-photos/05_sonoma/06_sonoma_coast_state_park/Sonoma_Coast_SP_Schoolhouse_Beach_2013_12_07_1353.jpg, , , ,,0,0,1.8082354024939,0.00335782331547689,565,42833,68,457
13,Duncans Landing : 0 - 15,0,15,Duncans Landing,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.395619,-123.092705,https://www.coastal.ca.gov/access-photos/05_sonoma/06_sonoma_coast_state_park/Duncans_Cove_stair_from_Duncans_Landing_2013_03_12_3477.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/06_sonoma_coast_state_park/Duncans_Cove_stair_from_Duncans_Landing_2013_03_12_3480.jpg, , ,,0,0,1.83781746206659,0.00250327473848506,506,31513,44,423
14,Portuguese Beach : 0 - 15,0,15,Portuguese Beach,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.377769,-123.080137, , , , ,,0,0,1.79676816638082,0.00335028325903426,569,42839,68,459
15,Franklin Point Trail : 0 - 15,0,15,Franklin Point Trail,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.155838,-122.354575, , , , ,,0,0,2.21347686952615,0.0027640750701923,262,14019,106,120
16,Whitehouse Creek Beach Access : 0 - 15,0,15,Whitehouse Creek Beach Access,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.148054,-122.344576,https://www.coastal.ca.gov/access-photos/08_san_mateo/08_pigeon_point_to_ano_nuevo/Whitehouse_Creek_Bch_Ano_Nuevo_SP_2010_06_12_5990.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/08_pigeon_point_to_ano_nuevo/Whitehouse_Creek_Trail_Ano_Nuevo_SP_2010_06_10_5445.jpg, , ,,0,0,2.08175660525658,0.00349641920295912,351,15409,121,185
17,Beach Stairs (San Mateo County) : 0 - 15,0,15,Beach Stairs (San Mateo County),2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.243505,-122.418045, , , , ,,0,0,2.45737166471546,0.00492312974788919,489,30359,260,193
18,Pescadero State Beach (Central) : 0 - 15,0,15,Pescadero State Beach (Central),2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.264407,-122.412538, , , , ,,0,0,2.51132220393604,0.00541378842625679,803,47740,311,427
19,Pescadero State Beach (North) : 0 - 15,0,15,Pescadero State Beach (North),2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.274633,-122.409067,https://www.coastal.ca.gov/access-photos/08_san_mateo/07_pescadero_state_beach_to_bean_hollow_state_beach/Pescadero_SB_2013_05_15_3670.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/07_pescadero_state_beach_to_bean_hollow_state_beach/Pescadero_SB_middle_unit_2010_08_23_6604.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/07_pescadero_state_beach_to_bean_hollow_state_beach/Pescadero_SB_middle_unit_2010_08_23_6609.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/07_pescadero_state_beach_to_bean_hollow_state_beach/Pescadero_SB_north_unit_2010_08_23_6592.jpg,,0,0,2.50746084237393,0.00547670634269098,1254,71013,364,784
20,Pomponio State Beach : 0 - 15,0,15,Pomponio State Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.299418,-122.406283,https://www.coastal.ca.gov/access-photos/08_san_mateo/06_cowell_ranch_to_pomponio_state_beach/Pomponio_SB_2010_08_23_6581.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/06_cowell_ranch_to_pomponio_state_beach/Pomponio_SB_2013_05_15_3666.jpg, , ,,0,0,2.558343044391,0.00575788249642722,3372,135555,863,2199
21,San Gregorio State Beach : 0 - 15,0,15,San Gregorio State Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.322922,-122.403531,https://www.coastal.ca.gov/access-photos/08_san_mateo/06_cowell_ranch_to_pomponio_state_beach/San_Gregorio_SB_2010_06_10_5397.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/06_cowell_ranch_to_pomponio_state_beach/San_Gregorio_SB_2010_06_10_5403.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/06_cowell_ranch_to_pomponio_state_beach/San_Gregorio_SB_2013_05_15_3662.jpg, ,,0,0,2.51519985774968,0.00631874700833522,5037,179097,1436,3134
22,San Gregorio Toll Road Access : 0 - 15,0,15,San Gregorio Toll Road Access,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.326096,-122.39892, , , , ,,0,0,2.4523174232354,0.00663023469940932,5413,187190,1645,3275
23,East Breakwater : 0 - 15,0,15,East Breakwater,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.501066,-122.472477, , , , ,,0,0,2.23501735296604,0.00451273862572442,19752,859528,4287,12792
24,Gray Whale Cove State Beach : 0 - 15,0,15,Gray Whale Cove State Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.564616,-122.514253, , , , ,,0,0,1.93828888904022,0.0068190640523348,150792,3970245,27133,38720
25,Linda Mar Beach : 0 - 15,0,15,Linda Mar Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.598033,-122.501746,https://www.coastal.ca.gov/access-photos/08_san_mateo/03_pacifica/Linda_Mar_Bch_2010_02_14_3453.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/03_pacifica/Linda_Mar_Bch_2010_02_14_3498.jpg, , ,,0,0,2.27486648764181,0.0116177197491681,367267,10497285,79932,90001
26,Phillip Burton Memorial Beach : 0 - 15,0,15,Phillip Burton Memorial Beach,2_North Central,6,San Francisco,Physical Access,Beach Access,Yes,No,37.70769,-122.502231,https://www.coastal.ca.gov/access-photos/07_san_francisco/05_san_francisco_west/Phillip_Burton_Mem_Bch_2010_05_23_4884.jpg, , , ,,0,0,1.7921647507151,0.0205459328249867,902728,33584661,175340,289695
27,Waddell Creek Beach : 0 - 15,0,15,Waddell Creek Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,37.09527,-122.278904,https://www.coastal.ca.gov/access-photos/09_santa_cruz/02_santa_cruz_county_north/Waddell_Creek_Beach_2013_11_17_9628.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/02_santa_cruz_county_north/Waddell_Creek_Beach_SFS_2013_11_17_9686.jpg, , ,,0,0,2.18057067128076,0.00323955281182741,343,11400,90,203
28,Scott Creek Beach : 0 - 15,0,15,Scott Creek Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,37.040296,-122.229892,https://www.coastal.ca.gov/access-photos/09_santa_cruz/02_santa_cruz_county_north/Scott_Creek_Beach_2013_11_17_9738.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/02_santa_cruz_county_north/Scott_Crk_Bch_2010_06_12_5950.jpg, , ,,0,0,2.46914336462114,0.00387849097486989,3538,132998,553,2438
29,Walker Creek Delta : 0 - 15,0,15,Walker Creek Delta,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.218578,-122.924174,https://www.coastal.ca.gov/access-photos/06_marin/02_tomales_dillon_beach/Walker_Creek_Delta_SFS_2015_07_11_L1130184.jpg, , , ,,0,0,2.28915821423068,0.00640947985700264,857,36486,132,672
30,Keys Creek Fishing Access : 0 - 15,0,15,Keys Creek Fishing Access,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.226306,-122.916284,"https://www.coastal.ca.gov/access-photos/06_marin/02_tomales_dillon_beach/Keys_Creek_Access_SFS_2015_07_11_L1130190_1.jpg ",https://www.coastal.ca.gov/access-photos/06_marin/02_tomales_dillon_beach/Keys_Creek_Access_SFS_2015_07_11_L1130191_2.jpg, , ,,0,0,2.15444376314921,0.010551519902181,1778,70986,285,1382
31,North Horseshoe Cove : 0 - 15,0,15,North Horseshoe Cove,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.614165,-123.365864,https://www.coastal.ca.gov/access-photos/05_sonoma/03_salt_point_to_ocean_cove/North_Horseshoe_Cove_SFS_2015_07_15_3568_1.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/03_salt_point_to_ocean_cove/North_Horseshoe_Cove_SFS_2015_07_15_3565_2.jpg, , ,,0,0,1.39273002953456,0.00217713564741136,280,25348,29,234
32,Stillwater Cove Bluffs : 0 - 15,0,15,Stillwater Cove Bluffs,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.548594,-123.301173, , , , ,,0,0,1.17102715583171,0.00266169169609165,215,16840,16,186
33,Stump Beach Cove : 0 - 15,0,15,Stump Beach Cove,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.579878,-123.333625,https://www.coastal.ca.gov/access-photos/05_sonoma/03_salt_point_to_ocean_cove/Stump_Beach_Cove_Salt_Point_SP_2004_09_10_0078.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/03_salt_point_to_ocean_cove/Stump_Beach_Cove_SFS_2015_07_15_3553_1.jpg, , ,,0,0,1.28061277347592,0.00167089249282161,139,10906,10,119
34,Russian Gulch (Sonoma) : 0 - 15,0,15,Russian Gulch (Sonoma),2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.466802,-123.15578,https://www.coastal.ca.gov/access-photos/05_sonoma/04_stillwater_cove_to_russian_gulch/Russian_Gulch_2013_12_07_1412.jpg, , , ,,0,0,1.33370121545848,0.00162587907282051,309,18752,23,261
35,Horseshoe Point : 0 - 15,0,15,Horseshoe Point,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.607383,-123.370103, , , , ,,0,0,1.39495996437279,0.00215287632019922,272,24507,28,227
36,Hearn Gulch : 0 - 15,0,15,Hearn Gulch,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,38.85198,-123.648289,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Hearn_Gulch_SFS_2015_07_15_3591_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Hearn_Gulch_SFS_2015_07_15_3592_2.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Hearn_Gulch_SFS_2015_07_15_3594_3.jpg, ,,0,0,1.69918028609125,0.0114262173468294,2953,61160,717,2011
37,Collins Landing : 0 - 15,0,15,Collins Landing,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,38.794501,-123.568718, , , , ,,0,0,2.04029565466998,0.00841478285547407,2836,78409,637,2042
38,St. Orres Creek : 0 - 15,0,15,St. Orres Creek,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,38.792663,-123.56341, , , , ,,0,0,2.01494151329254,0.00848720779027489,2841,78849,637,2046
39,Fish Rock Beach : 0 - 15,0,15,Fish Rock Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,Yes,38.80312,-123.580074, , , , ,,0,0,2.18578184961233,0.00854775521495251,2853,76500,646,2043
40,Point Arena-Stornetta Unit (South Entrance) : 0 - 15,0,15,Point Arena-Stornetta Unit (South Entrance),1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,38.916708,-123.703799,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Point_Arena_Stornetta_south_entrance_SFS_2015_07_15_3623_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Point_Arena_Stornetta_south_entrance_SFS_2015_07_15_3624_2.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Point_Arena_Stornetta_south_entrance_SFS_2015_07_15_3627_3.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Point_Arena_Stornetta_south_entrance_SFS_2015_07_15_3628_4.jpg,,0,0,3.51795045870076,0.00611405574349456,798,17431,201,521
41,Albion River Beach : 0 - 15,0,15,Albion River Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,Yes,39.227308,-123.769374, , , , ,,0,0,3.28828219867958,0.00830435503093673,1501,57071,82,1317
42,Dark Gulch Beach : 0 - 15,0,15,Dark Gulch Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.239915,-123.774086,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Dark_Gulch_Beach_2013_03_13_3530.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Dark_Gulch_Beach_SFS_2015_07_16_3840_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Dark_Gulch_Beach_SFS_2015_07_16_3841_2.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Dark_Gulch_Beach_SFS_2015_07_16_3843_3.jpg,,0,0,3.26855774880246,0.00813272409391544,1895,69350,115,1649
43,Path to Shoreline (Peterson-Headlands Lane) : 0 - 15,0,15,Path to Shoreline (Peterson-Headlands Lane),1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.277062,-123.791672,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Path_to_Shoreline_Peterson_Headlands_Lane_SFS_2015_07_16_3833_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Path_to_Shoreline_Peterson_Headlands_Lane_SFS_2015_07_16_3835_2.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Path_to_Shoreline_Peterson_Headlands_Lane_SFS_2004_0040_3.jpg, ,,0,0,3.08386718247875,0.011031410703808,5717,160555,947,4363
44,Big River Beach : 0 - 15,0,15,Big River Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.302444,-123.79317,https://www.coastal.ca.gov/access-photos/04_mendocino/07_town_of_mendocino/Big_River_Beach_2004_09_10_0084.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/07_town_of_mendocino/Big%20River%20Beach_2004_06_13_0013.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/07_town_of_mendocino/Big_River_Beach_2004_06_13_0041.jpg, ,,0,0,3.33603948007286,0.0123791397428329,9288,249145,2224,6407
45,Seaside Creek Beach : 0 - 15,0,15,Seaside Creek Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.559011,-123.766093,https://www.coastal.ca.gov/access-photos/04_mendocino/03_westport_area/Seaside_Creek_Beach_2013_09_09_7043.jpg, , , ,,0,0,2.9888218124474,0.00755133245953184,4508,134949,1444,2797
46,Vista Point (Bruhel Point Bluff) : 0 - 15,0,15,Vista Point (Bruhel Point Bluff),1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.599261,-123.784704,https://www.coastal.ca.gov/access-photos/04_mendocino/03_westport_area/Hwy_One_near_Bruhel_Point_2004_06_14.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/03_westport_area/Vista_Point_near_Bruhel_Point_2004_06_14_0024.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/03_westport_area/Vista_Point_near_Bruhel_Point_2013_03_13_3568.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/03_westport_area/Bruhel_Point_Bluff_SFS_2004_0022.jpg,,0,0,2.5247903062751,0.00583799879810738,320,17606,52,254
47,Coronado Shores Beach : 0 - 15,0,15,Coronado Shores Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.676192,-117.175283, , , , ,,0,0,2.49421294168753,0.0214460243602846,596426,13661954,295295,177205
48,Beach Access (Deer Creek Rd.) : 0 - 15,0,15,Beach Access (Deer Creek Rd.),4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.062127,-118.985622, , , , ,,0,0,3.00264057008912,0.0074955007415532,14370,441181,7234,5752
49,Point Mugu Beach : 0 - 15,0,15,Point Mugu Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,Yes,34.087452,-119.063301, , , , ,,0,0,2.71025055139216,0.0176304260541175,176764,1762081,128506,26855
50,Thousand Steps Beach : 0 - 15,0,15,Thousand Steps Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.498261,-117.74027,https://www.coastal.ca.gov/access-photos/15_orange/11_South_Laguna/Thousand_Steps_Beach_2008_06_06_0081.jpg, , , ,,0,0,2.16841599331157,0.0177856907626041,283074,12294246,58577,183026
51,Camel Point Beach Access #2 : 0 - 15,0,15,Camel Point Beach Access #2,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.507783,-117.749597, , , , ,,0,0,2.17923428977383,0.0155685600056979,243040,11149703,49109,157918
52,Camel Point Beach Access #3 : 0 - 15,0,15,Camel Point Beach Access #3,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.507397,-117.749052, , , , ,,0,0,2.22105980567555,0.0156321335599739,244165,11174476,49503,158541
53,Pelican Cove : 0 - 15,0,15,Pelican Cove,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,33.741677,-118.403308,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Pelican_Cove_2013_11_03_9347.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Point_Vicente_w_trail_to_Pelican_Cove_2012_11_01_L1090083.jpg, , ,,0,0,1.05046526320616,0.00853544904033616,163254,6926424,40370,79337
54,Dan Blocker County Beach : 0 - 15,0,15,Dan Blocker County Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.033176,-118.733936,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Dan_Blocker_Co_Beach_2007_03_02_0189.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Dan_Blocker_Co_Beach_2013_11_02_8979.jpg, , ,,0,0,3.06103183645058,0.00587625385581196,13330,800589,998,10871
55,Surfrider Beach : 0 - 15,0,15,Surfrider Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.036396,-118.677602,https://www.coastal.ca.gov/access-photos/14_los_angeles/06_Puerco_Beach_to_Carbon_Beach/Surfrider_Beach_2007_03_04_0096.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/06_Puerco_Beach_to_Carbon_Beach/Surfrider_Beach_2013_11_02_9168.jpg, , ,,0,0,2.86532752646199,0.00629559723298499,30019,1933459,1920,24744
56,Carbon Beach Access (Zonker Harris Accessway) : 0 - 15,0,15,Carbon Beach Access (Zonker Harris Accessway),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.039298,-118.669317,https://www.coastal.ca.gov/access-photos/14_los_angeles/06_Puerco_Beach_to_Carbon_Beach/Carbon_Beach_access_at_22670_Pacific_Coast_Hwy_0090.jpg, , , ,,0,0,2.97645264677874,0.00594683791194217,33748,2218261,2158,27806
