OBJECTID,Name & Size,Drive Time Start (MINUTES),Drive Time End (MINUTES),Facility: Name,Facility: DISTRICT,Facility: CountyNum,Facility: COUNTY,Facility: FeatureTyp,Facility: AccessType,Facility: O_PUBLIC,Facility: FEE,Facility: LATITUDE,Facility: LONGITUDE,Facility: Photo_1,Facility: Photo_2,Facility: Photo_3,Facility: Photo_4,Facility: Breaks,Facility: AdditionalTime,Facility: AdditionalDistance,Shape_Length,Shape_Area,Sum PCI_FY,Sum HISPPOP_CY,Sum NHSPWHT_CY,Sum NHSPBLK_CY,Sum NHSPAI_CY,Sum NHSPASN_CY,Sum NHSPPI_CY,Sum NHSPOTH_CY,Sum NHSPMLT_CY,Sum TOTPOP_CY
254,La Playa : 0 - 30,0,30,La Playa,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.715955,-117.235596, , , , ,,0,0,6.21789206478637,0.105248548472608,53011379,747197,875457,124166,5789,296722,8778,4135,77879,2143494
255,Ocean Beach City Beaches : 0 - 30,0,30,Ocean Beach City Beaches,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.743925,-117.254691,https://www.coastal.ca.gov/access-photos/16_san_diego/14_Ocean_Beach_to_Point_Loma/Ocean_Beach_City_Beaches_SFS_2013_09_28_8239.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/14_Ocean_Beach_to_Point_Loma/Ocean_Beach_City_Beaches_SFS_2013_09_28_8246.jpg, , ,,0,0,6.30861142413212,0.112089854419808,54918584,759076,917764,125573,5950,308297,8931,4252,80572,2214136
256,Ocean Beach Park : 0 - 30,0,30,Ocean Beach Park,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.749216,-117.25279,https://www.coastal.ca.gov/access-photos/16_san_diego/14_Ocean_Beach_to_Point_Loma/Ocean_Beach_at_end_of_Santa_Cruz_Ave_2013_09_28_8238.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/14_Ocean_Beach_to_Point_Loma/Ocean_Beach_at_end_of_Santa_Cruz_Ave_2013_09_28_8242.jpg, , ,,0,0,6.61116826978759,0.1165621692501,56066718,766475,937650,126311,6001,312576,8978,4298,81654,2248031
257,Dog Beach (Ocean Beach) : 0 - 30,0,30,Dog Beach (Ocean Beach),6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.754904,-117.251115, , , , ,,0,0,6.30769541312046,0.114839227679089,55598047,763528,929862,126045,5992,310826,8965,4279,81226,2234611
258,Bonita Cove : 0 - 30,0,30,Bonita Cove,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.769601,-117.249613, , , , ,,0,0,6.8735784665131,0.119140945494659,56790953,769866,951139,126569,6023,314589,8996,4336,82289,2268107
259,Ventura Cove : 0 - 30,0,30,Ventura Cove,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.770379,-117.244734, , , , ,,0,0,6.8019898880582,0.118367345395261,56646654,768809,947924,126464,6021,313822,8993,4329,82102,2262681
260,Ski Beach : 0 - 30,0,30,Ski Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.776356,-117.233234, , , , ,,0,0,7.34311807040456,0.121482424173774,57656979,774162,966472,126889,6057,316815,9021,4375,83048,2291295
261,Mission Beach : 0 - 30,0,30,Mission Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.786061,-117.254473,https://www.coastal.ca.gov/access-photos/16_san_diego/12_Mission_Beach_and_Mission_Bay_West/Mission_Beach_near_Belmont_Park_2013_09_29_8389.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/12_Mission_Beach_and_Mission_Bay_West/Mission_Beach_near_Belmont_Park_2013_09_29_8403.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/12_Mission_Beach_and_Mission_Bay_West/Mission_Beach_near_Belmont_Park_2013_09_29_8411.jpg, ,,0,0,5.86265817641557,0.109427532241863,55116593,741441,909661,123292,5840,295298,8744,4248,78658,2170661
262,Pacific Beach : 0 - 30,0,30,Pacific Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.79165,-117.255625,https://www.coastal.ca.gov/access-photos/16_san_diego/11_La_Jolla_to_Pacific_Beach/Pacific_Beach_at_Law_St_2013_09_29_8442.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/11_La_Jolla_to_Pacific_Beach/Pacific_Beach_at_Law_St_2013_09_29_8458.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/11_La_Jolla_to_Pacific_Beach/Pacific_Beach_at_Law_St_2013_09_29_8475.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/11_La_Jolla_to_Pacific_Beach/Pacific_Beach_at_Law_St_2013_09_29_8476.jpg,,0,0,6.24314867190994,0.110940083498831,56355034,733331,929956,122935,5812,298656,8734,4294,79531,2186868
263,Riviera Shores Access #2 : 0 - 30,0,30,Riviera Shores Access #2,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.787627,-117.240065,https://www.coastal.ca.gov/access-photos/16_san_diego/12_Mission_Beach_and_Mission_Bay_West/Riviera_Shores_Access_2.JPG, , , ,,0,0,6.96862910795013,0.124364013265721,58785896,774004,991459,126784,6090,318976,9037,4431,84081,2319332
264,Riviera Shores Access #1 : 0 - 30,0,30,Riviera Shores Access #1,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.789489,-117.240618,https://www.coastal.ca.gov/access-photos/16_san_diego/12_Mission_Beach_and_Mission_Bay_West/Riviera_Shores_Access_1.JPG, , , ,,0,0,6.81185323512403,0.124114409548567,58834446,772588,992675,126630,6089,318518,9028,4430,84059,2318529
265,Crown Point Shores : 0 - 30,0,30,Crown Point Shores,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.78413,-117.232516,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San_Diego/Crown_Point_Shores_SFS_2013_09_29_8371.jpg, , , ,,0,0,6.4601956128098,0.122802212129939,58307061,771664,981211,126563,6081,317005,9026,4415,83502,2303659
266,Sail Bay and Riviera Shores : 0 - 30,0,30,Sail Bay and Riviera Shores,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.788806,-117.246459,https://www.coastal.ca.gov/access-photos/16_san_diego/12_Mission_Beach_and_Mission_Bay_West/Riviera_Shores_at_accessway_at_3750_Riviera_Dr_2013_09_29_8385.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/12_Mission_Beach_and_Mission_Bay_West/Riviera_Shores_near_Moorland_Dr_2013_09_29_8384.jpg, , ,,0,0,6.43519167666276,0.118758016338741,58150349,757836,974613,125147,5996,311755,8932,4392,82585,2275356
267,Fiesta Island : 0 - 30,0,30,Fiesta Island,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.780292,-117.219177,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Fiesta_Island_2008_03_22_0108.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Fiesta_Island_2008_03_22_0117.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Fiesta_Island_2013_09_29_8341.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Fiesta_Island_2013_09_29_8343.jpg,,0,0,5.1510426990389,0.0701994233297346,42165140,541116,653546,104515,4352,213721,6836,3419,56860,1586376
268,Tecolote Shores North : 0 - 30,0,30,Tecolote Shores North,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.775734,-117.209991,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Tecolote_Shores_North_2013_09_29_8351.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Tecolote_Shores_North_2013_09_29_8357.jpg, , ,,0,0,9.10311163970639,0.136964992175301,60676211,791159,1032715,128971,6237,329803,9138,4570,86714,2394629
269,Playa Pacifica : 0 - 30,0,30,Playa Pacifica,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.781527,-117.210201,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Playa_Pacifica_2013_09_29_8359.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Playa_Pacifica_2013_09_29_8362.jpg, , ,,0,0,8.09285337700955,0.134520247472495,60467105,789769,1029598,128871,6214,329531,9137,4567,86651,2389577
270,East Shore : 0 - 30,0,30,East Shore,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.784519,-117.208371, , , , ,,0,0,9.01809756494044,0.137495696466822,60970413,793151,1041006,129110,6252,330888,9155,4585,87203,2406740
271,De Anza Cove : 0 - 30,0,30,De Anza Cove,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.797184,-117.213345, , , , ,,0,0,8.84205824889475,0.137245588387905,60894613,792609,1039250,129084,6251,330682,9153,4584,87124,2404073
272,Tourmaline Surfing Park : 0 - 30,0,30,Tourmaline Surfing Park,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.805167,-117.262229, , , , ,,0,0,5.87390101483183,0.0876891856072955,49481159,596047,784427,110712,4895,260047,7502,3869,67171,1837279
273,Hollywood Beach : 0 - 30,0,30,Hollywood Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.164478,-119.230387, , , , ,,0,0,7.58303312347617,0.057796579021359,9069965,280726,181115,9909,1454,33639,974,576,11423,521039
274,Hollywood Beach (North) : 0 - 30,0,30,Hollywood Beach (North),4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes, ,34.176698,-119.235708, , , , ,,0,0,7.51525054899692,0.0577234732223187,9058341,280595,180945,9908,1454,33624,974,576,11419,520690
275,Oxnard Shores : 0 - 30,0,30,Oxnard Shores,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.186317,-119.242043, , , , ,,0,0,8.35228053082066,0.0612803390164544,9604676,285966,189726,10035,1492,34535,979,595,11705,536486
276,Silver Strand Beach : 0 - 30,0,30,Silver Strand Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.154566,-119.222252,https://www.coastal.ca.gov/access-photos/13_ventura/06_Oxnard_area/Silver_Strand_Beach_2013_11_23_0557.jpg,https://www.coastal.ca.gov/access-photos/13_ventura/06_Oxnard_area/Silver_Strand_Beach_Anacapa_Is_behind_2013_11_23_0551.jpg, , ,,0,0,7.31174160273273,0.0562640807000593,8836651,276698,176390,9859,1414,33581,969,565,11268,511959
277,Silver Strand Beach (North) : 0 - 30,0,30,Silver Strand Beach (North),4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.157283,-119.224633, , , , ,,0,0,7.58967099184223,0.0567612959847864,8915803,277359,177695,9872,1416,33717,969,565,11306,514197
278,County Line Beach : 0 - 30,0,30,County Line Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.052479,-118.962172,https://www.coastal.ca.gov/access-photos/13_ventura/08_ Point_Mugu_to_Los_Angeles_Co_line/County_Line_Beach_2013_11_02_9074.jpg,https://www.coastal.ca.gov/access-photos/13_ventura/08_ Point_Mugu_to_Los_Angeles_Co_line/County_Line_Beach_2013_11_02_9090.jpg,https://www.coastal.ca.gov/access-photos/13_ventura/08_ Point_Mugu_to_Los_Angeles_Co_line/County_Line_Beach_2013_11_02_9101.jpg, ,,0,0,4.70274401870543,0.0861867213968552,10812775,240381,203000,10330,1117,38080,968,607,12280,508190
279,Staircase Beach : 0 - 30,0,30,Staircase Beach,4_South Central Coast,12,Los Angeles,Physical Access,Beach Access,Yes,No,34.047352,-118.950246, , , , ,,0,0,4.709456716276,0.0839758698044477,10350936,232579,192984,10014,1002,37494,932,575,11677,488648
280,Leo Carrillo State Park : 0 - 30,0,30,Leo Carrillo State Park,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.044943,-118.933525,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/Leo_Carrillo_State_Park_2007_09_15_0059.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/Leo_Carrillo_State_Park_2007_09_15_0060.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/Leo_Carrillo_State_Park_2013_11_02_9109.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/Leo_Carrillo_State_Park_2013_11_02_9123.jpg,,0,0,4.6379772983792,0.0831050559169708,10152171,227655,189214,9918,939,37061,916,555,11460,479074
281,El Pescador State Beach : 0 - 30,0,30,El Pescador State Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.040611,-118.891986,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/El_Pescador_SB_THM_2008_02_29_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/El_Pescador_SB_THM_2008_02_29_2.jpg, , ,,0,0,7.20812788137831,0.0628890449293016,9328592,199916,165052,8797,729,33437,792,471,10059,420653
282,La Piedra State Beach : 0 - 30,0,30,La Piedra State Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.039715,-118.887894,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/La_Piedra_SB_THM_2008_02_29_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/La_Piedra_SB_THM_2008_02_29_2.jpg, , ,,0,0,7.18056976522273,0.0626782762852066,9415607,196654,165598,8661,717,32946,776,470,9993,417285
283,Nicholas Canyon County Beach : 0 - 30,0,30,Nicholas Canyon County Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.042934,-118.915565, , , , ,,0,0,4.9749671938993,0.082298672965761,10545974,222503,192862,9762,880,37349,882,558,11486,477729
284,El Matador State Beach : 0 - 30,0,30,El Matador State Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.038685,-118.874947,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/El_Matador_SB_THM_2008_02_29_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/El_Matador_SB_THM_2008_02_29_2.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/El_Matador_SB_THM_2008_02_29_3.jpg, ,,0,0,6.31217802657798,0.0582882968653792,7904578,169937,133475,6914,599,27387,649,387,8042,348392
285,Lechuza Beach (Central Accessway) : 0 - 30,0,30,Lechuza Beach (Central Accessway),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.036893,-118.865705,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Lechuza_Beach_Central_Accessway_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Lechuza_Beach_Central_Accessway_2.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Lechuza_Beach_Central_Accessway_3.JPG,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Lechuza_Beach_at_Bunnie_Ln_2013_11_02_9144.jpg,,0,0,6.0076814999816,0.0588996217570175,7979132,165387,131369,6636,586,26594,628,387,7791,340350
286,Lechuza Beach (East Accessway) : 0 - 30,0,30,Lechuza Beach (East Accessway),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.036336,-118.862264,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Lechuza_Beach_East_Accessway.jpg, , , ,,0,0,5.57198602774275,0.0566922502081186,7119307,150825,116335,5825,526,23664,566,351,6850,305761
287,Lechuza Beach (West Accessway) : 0 - 30,0,30,Lechuza Beach (West Accessway),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.038345,-118.868718, , , , ,,0,0,6.49410551704043,0.0609778792108524,9017423,175961,148721,7375,624,29158,684,424,8759,372930
288,Broad Beach (West Accessway) : 0 - 30,0,30,Broad Beach (West Accessway),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.0356,-118.856245,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Broad_Beach_West_Accessway_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Broad_Beach_West_Accessway_2.JPG,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Broad_Bch_Rd_turnoff_from_PCH_2007_03_04_0008.jpg, ,,0,0,6.0396953377568,0.0563297725201841,7979373,135946,124041,5486,460,23312,506,352,6863,298059
289,Broad Beach (East Accessway) : 0 - 30,0,30,Broad Beach (East Accessway),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.034548,-118.85193,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Broad_Beach_East_Accessway_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Broad_Beach_East_Accessway_2.JPG,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Broad_Bch_Rd_turnoff_from_PCH_2007_03_04_0008.jpg, ,,0,0,6.61300319326776,0.0559273753913928,8665487,118745,135292,5222,407,23019,435,357,7094,291901
290,Ormond Beach : 0 - 30,0,30,Ormond Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.137277,-119.186254, , , , ,,0,0,8.36304678223575,0.0599472361663004,10235619,278503,201011,10468,1370,36984,992,581,12354,544137
291,Thornhill Broome Beach : 0 - 30,0,30,Thornhill Broome Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,Yes,34.082996,-119.035834,https://www.coastal.ca.gov/access-photos/13_ventura/08_ Point_Mugu_to_Los_Angeles_Co_line/Shoreline_west_of_Thornhill_Broome_Beach_2013_11_02_9043.jpg, , , ,,0,0,8.02014113391762,0.0677905631080932,10313051,259619,202072,10455,1292,36759,984,578,12341,525902
292,Sycamore Cove Beach : 0 - 30,0,30,Sycamore Cove Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,Yes,34.069895,-119.012803,https://www.coastal.ca.gov/access-photos/13_ventura/08_ Point_Mugu_to_Los_Angeles_Co_line/Sycamore_Cove_2013_11_02_9045.jpg, , , ,,0,0,8.42452595283645,0.0659903296013155,10075661,253275,196298,10310,1263,36318,975,575,12100,512748
293,Surf Railroad Depot : 0 - 30,0,30,Surf Railroad Depot,4_South Central Coast,11,Santa Barbara,Physical Access,Beach Access,Yes,No,34.682766,-120.605098, , , , ,,0,0,5.44622637042509,0.0390562006412649,1646757,29761,28652,3030,443,2854,225,111,2293,67398
294,Vandenberg Air Force Base Beach Access : 0 - 30,0,30,Vandenberg Air Force Base Beach Access,4_South Central Coast,11,Santa Barbara,Physical Access,Beach Access,Yes,No,34.680796,-120.607401,https://www.coastal.ca.gov/access-photos/12_santa_barbara/02_Santa_Maria_River_to_Jalama_Beach/Vandenberg_Air_Force_Base_Beach_Access_SFS_2013_11_23_0665.jpg, , , ,,0,0,5.44622637042509,0.0390562006412649,1646757,29761,28652,3030,443,2854,225,111,2293,67398
295,Vadenberg Air Force Base Fishing Access : 0 - 30,0,30,Vadenberg Air Force Base Fishing Access,4_South Central Coast,11,Santa Barbara,Physical Access,Beach Access,No,No,34.752637,-120.630457, , , , ,,0,0,2.89693198980411,0.0219592780213362,645793,11504,11931,1704,199,1432,129,55,1082,28051
296,Point Sal State Beach : 0 - 30,0,30,Point Sal State Beach,4_South Central Coast,11,Santa Barbara,Physical Access,Beach Access,Yes,No,34.901372,-120.654436, , , , ,,0,0,3.42661098104843,0.0279770782552347,1846632,75022,32949,1474,441,5176,133,143,2145,117545
297,Moonstone Boardwalk : 0 - 30,0,30,Moonstone Boardwalk,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.576018,-121.113764,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/03_Old_San_Simeon_to_Moonstone_Beach/Moonstone_Boardwalk_SFS_2013_05_17_4084.jpg, , , ,,0,0,5.11119276571756,0.0275200346967854,711390,2896,12639,42,64,409,13,11,373,16531
298,Santa Rosa Creek Access : 0 - 30,0,30,Santa Rosa Creek Access,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.569595,-121.11085,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/04_Cambria_Area/Santa_Rosa_Creek_Access_SFS_2013_05_17_4088.jpg, , , ,,0,0,5.26044225965859,0.0277743793041391,721838,2968,13005,44,66,435,13,11,384,17013
299,Stairway to Beach (San Simeon Acres) : 0 - 30,0,30,Stairway to Beach (San Simeon Acres),3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.614117,-121.147564,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/03_Old_San_Simeon_to_Moonstone_Beach/Pico_Ave_stair_2013_05_16_3892.jpg, , , ,,0,0,4.56836956571241,0.0205186978190634,609679,2397,10180,31,47,298,12,7,307,13350
300,Path to Beach (San Simeon Acres) : 0 - 30,0,30,Path to Beach (San Simeon Acres),3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.612223,-121.145607, , , , ,,0,0,4.49095526777962,0.0204337901960563,604343,2374,10059,31,47,294,12,7,304,13194
301,Sherwood Drive Access Point (Harvey St) : 0 - 30,0,30,Sherwood Drive Access Point (Harvey St),3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.543649,-121.094376, , , , ,,0,0,4.53212758127316,0.026774980892918,686812,2745,11939,38,59,367,13,9,349,15601
